HALTER_ID,ALTER,GESCHLECHT,STADTKREIS,STADTQUARTIER,RASSE
100342,61-70,w,10.0,101.0,Zwergpinscher
100343,41-50,w,7.0,72.0,Gordon Setter
100351,21-30,w,12.0,122.0,Schäfer
100352,21-30,w,6.0,61.0,Bichon frisé
100360,31-40,m,3.0,31.0,American Staffordshire Terrier
100372,31-40,w,2.0,24.0,Mops
100391,41-50,w,6.0,63.0,West Highland White Terrier
100391,41-50,w,6.0,63.0,West Highland White Terrier
100393,61-70,w,4.0,44.0,Chihuahua
100394,41-50,m,10.0,101.0,Deutscher Schäfer
100398,41-50,w,12.0,122.0,Golden Retriever
100403,31-40,w,10.0,102.0,Norwich Terrier
100416,61-70,m,3.0,34.0,Jack Russel Terrier
100437,51-60,m,7.0,74.0,Labrador Retriever
100438,51-60,m,6.0,61.0,Husky
100467,31-40,m,11.0,115.0,Französische Bulldogge
100486,51-60,w,6.0,61.0,Bologneser
100512,51-60,m,3.0,34.0,Mischling klein
100514,51-60,w,7.0,71.0,Labrador Retriever
100526,61-70,w,9.0,91.0,Mischling klein
100527,41-50,w,7.0,71.0,Jack Russel Terrier
100529,31-40,w,6.0,61.0,Rauhaar Dackel
100530,61-70,w,2.0,24.0,Mops
100532,21-30,w,2.0,21.0,Französische Bulldogge
100533,41-50,m,7.0,73.0,Chihuahua
100533,41-50,m,7.0,73.0,Chihuahua
100537,31-40,w,6.0,63.0,Chihuahua
100561,41-50,m,11.0,119.0,Schäfer
100574,31-40,m,3.0,34.0,Sennenhund
100630,41-50,m,4.0,42.0,Malteser
100645,61-70,w,8.0,81.0,Mudi
100647,61-70,w,2.0,21.0,Eurasier
100648,31-40,w,11.0,115.0,Jack Russel Terrier
100648,31-40,w,11.0,115.0,Berner Sennenhund
100661,61-70,m,3.0,34.0,Schäfer
100663,51-60,m,3.0,31.0,Bolonka Zwetna
100665,51-60,w,4.0,42.0,Bolonka Zwetna
100667,51-60,w,11.0,115.0,Cocker Spaniel
100759,51-60,w,7.0,73.0,Rhodesian Ridgeback
100761,41-50,w,11.0,111.0,Yorkshire Terrier
100765,21-30,m,11.0,115.0,Chihuahua
100765,21-30,m,11.0,115.0,Deutscher Schäfer
100768,51-60,m,11.0,119.0,Jack Russel Terrier
100776,41-50,w,11.0,111.0,Jack Russel Terrier
100789,31-40,w,9.0,92.0,Bolonka Zwetna
100790,51-60,w,2.0,21.0,Foxterrier
100793,21-30,w,12.0,122.0,Yorkshire Terrier
100793,21-30,w,12.0,122.0,Yorkshire Terrier
100809,41-50,w,7.0,74.0,Dalmatiner
100820,41-50,m,7.0,71.0,Parson Russell Terrier
100821,41-50,w,10.0,101.0,English Cocker Spaniel
100822,31-40,w,9.0,92.0,Pekingese
100823,61-70,w,5.0,51.0,Yorkshire Terrier
100824,21-30,w,11.0,115.0,Pudel
100833,31-40,w,11.0,115.0,Labrador Retriever
100846,31-40,w,11.0,115.0,Australian Shepherd
100846,31-40,w,11.0,115.0,Australian Shepherd
100849,51-60,w,2.0,23.0,Englische Bulldogge
100852,71-80,w,3.0,33.0,Jack Russel Terrier
100862,41-50,w,4.0,42.0,Mischling klein
100879,41-50,w,5.0,51.0,Mischling klein
100891,41-50,m,2.0,23.0,Jack Russel Terrier
100944,31-40,w,1.0,11.0,Chihuahua
100962,41-50,w,7.0,73.0,Cavalier King Charles Spaniel
100981,31-40,w,10.0,102.0,Rehpinscher
101001,41-50,w,6.0,61.0,Mischling klein
101003,41-50,w,11.0,115.0,Mischling klein
101020,31-40,m,11.0,111.0,Shih Tzu
101049,61-70,w,10.0,101.0,Pudel
101069,41-50,w,10.0,101.0,Border Collie
101076,31-40,m,2.0,23.0,American Cocker Spaniel
101231,31-40,w,11.0,111.0,Border Collie
101236,51-60,w,4.0,44.0,Pekingese
101242,71-80,w,9.0,91.0,Chihuahua
101276,41-50,w,7.0,72.0,Pudel
101301,71-80,m,10.0,101.0,Tibetan Spaniel
101302,41-50,w,4.0,44.0,Pekingese
101314,51-60,m,5.0,52.0,Schäfer
101319,61-70,w,9.0,92.0,Bullmastiff
101324,21-30,w,3.0,33.0,Boxer
101342,61-70,w,7.0,74.0,Pekingese
101370,41-50,w,8.0,83.0,Chihuahua
101384,61-70,w,8.0,82.0,Rauhaar Dackel
101428,71-80,w,4.0,42.0,West Highland White Terrier
101435,51-60,w,9.0,92.0,Volpino
101451,51-60,w,1.0,11.0,Border Collie
101457,31-40,w,3.0,34.0,Yorkshire Terrier
101459,51-60,w,4.0,42.0,Labrador Retriever
101462,71-80,w,2.0,21.0,Mittelpudel
101481,41-50,w,4.0,42.0,Deutscher Jagdterrier
101482,51-60,w,9.0,92.0,Zwergschnauzer
101484,31-40,w,9.0,92.0,Chihuahua
101485,61-70,w,9.0,91.0,Labrador Retriever
101485,61-70,w,9.0,91.0,Labrador Retriever
101515,61-70,w,11.0,115.0,Mischling klein
101550,21-30,m,3.0,34.0,Jack Russel Terrier
101622,41-50,w,9.0,91.0,Mischling klein
101624,61-70,w,9.0,92.0,Mischling klein
101630,31-40,w,12.0,121.0,Pinscher
101630,31-40,w,12.0,121.0,Mops
101641,71-80,m,2.0,21.0,Labrador Retriever
101653,41-50,w,6.0,61.0,Französische Bulldogge
101659,41-50,m,6.0,61.0,Jack Russel Terrier
101666,21-30,w,9.0,92.0,Chihuahua
101667,41-50,w,9.0,92.0,Hovawart
101669,61-70,w,11.0,115.0,Kromfohrländer
101673,31-40,w,6.0,63.0,Sennenhund
101674,61-70,m,2.0,23.0,Labrador Retriever
101699,51-60,w,6.0,61.0,Jack Russel Terrier
101706,21-30,m,7.0,74.0,Australian Shepherd
101707,61-70,w,11.0,111.0,Dachshund
101708,31-40,m,4.0,42.0,Mischling klein
101729,51-60,w,11.0,119.0,Pekingese
101735,21-30,w,7.0,74.0,Mischling klein
101735,21-30,w,7.0,74.0,Bergamasker
101742,51-60,w,10.0,101.0,Rhodesian Ridgeback
101743,61-70,m,11.0,111.0,Malteser
101766,61-70,w,11.0,111.0,West Highland White Terrier
101766,61-70,w,11.0,111.0,Pudel
101768,61-70,w,11.0,119.0,Münsterländer
101800,31-40,w,9.0,92.0,Cocker Spaniel
101806,31-40,w,11.0,111.0,Windhund
101811,41-50,w,5.0,52.0,Beagle
101812,61-70,w,12.0,121.0,Border Collie
101822,31-40,w,6.0,61.0,Rhodesian Ridgeback
101832,61-70,w,7.0,73.0,Chihuahua
101835,41-50,w,8.0,82.0,Welsh Terrier
101836,21-30,w,11.0,119.0,Berner Sennenhund
101836,21-30,w,11.0,119.0,Dogo Canario
101843,51-60,w,11.0,111.0,Chihuahua
101846,31-40,w,3.0,34.0,Chihuahua
101856,31-40,m,9.0,92.0,Cavalier King Charles Spaniel
101898,51-60,w,2.0,23.0,Husky
101906,41-50,w,5.0,51.0,Katalanischer Hirtenhund
101916,41-50,w,8.0,82.0,Golden Retriever
101926,31-40,w,11.0,111.0,Boston Terrier
101932,31-40,w,6.0,61.0,Mischling klein
101941,31-40,w,6.0,61.0,Chihuahua
101943,51-60,w,11.0,111.0,Griffon
101944,61-70,m,12.0,122.0,Podenco Ibicenco
101952,61-70,m,3.0,34.0,Chihuahua
101960,31-40,w,4.0,41.0,Pudel
102011,61-70,m,9.0,92.0,Pinscher
102028,21-30,w,3.0,31.0,Podenco
102037,21-30,w,9.0,92.0,Pekingese
102050,51-60,w,11.0,119.0,Mops
102060,41-50,w,12.0,121.0,Pudel
102069,41-50,w,5.0,52.0,Bolonka Zwetna
102079,21-30,m,9.0,92.0,Jack Russel Terrier
102083,21-30,w,11.0,111.0,Beagle
102116,51-60,w,3.0,33.0,Prager Rattler
102118,41-50,m,9.0,92.0,Entlebucher
102119,51-60,w,8.0,83.0,Mischling klein
102123,31-40,w,11.0,119.0,Jack Russel Terrier
102303,31-40,m,3.0,31.0,Mischling klein
102320,71-80,w,7.0,74.0,Mischling klein
102321,71-80,w,7.0,72.0,Flat Coated Retriever
102325,31-40,w,4.0,42.0,Labrador Retriever
102326,41-50,w,9.0,92.0,Terrier
102328,21-30,w,11.0,111.0,Mops
102330,71-80,m,7.0,73.0,Appenzeller
102331,51-60,m,11.0,119.0,Zwergspitz
102340,61-70,w,12.0,122.0,Yorkshire Terrier
102345,61-70,w,4.0,44.0,Mischling klein
102347,31-40,w,12.0,123.0,Yorkshire Terrier
102347,31-40,w,12.0,123.0,Yorkshire Terrier
102349,31-40,m,8.0,81.0,Labrador Retriever
102350,31-40,w,2.0,21.0,Griffon
102378,21-30,w,9.0,92.0,Mops
102379,51-60,w,4.0,41.0,Mischling klein
102395,41-50,w,12.0,121.0,Golden Retriever
102398,61-70,w,2.0,24.0,Golden Retriever
102398,61-70,w,2.0,24.0,Golden Retriever
102402,71-80,m,7.0,72.0,Pinscher
102407,31-40,w,4.0,44.0,Galgo Español
102409,51-60,w,3.0,34.0,Yorkshire Terrier
102410,51-60,m,9.0,92.0,Mischling klein
102411,31-40,w,9.0,92.0,Rehpinscher
102458,71-80,w,11.0,119.0,Pekingese
102464,41-50,w,9.0,91.0,Mischling klein
102468,51-60,m,4.0,44.0,Border Collie
102472,21-30,w,3.0,34.0,Mischling klein
102474,51-60,m,11.0,111.0,Labrador Retriever
102579,51-60,m,8.0,83.0,Mops
102700,31-40,w,7.0,74.0,Nova Scotia Duck Tolling Retriever
102704,71-80,m,7.0,74.0,Portugiesischer Wasserhund
102705,41-50,w,7.0,71.0,Deutscher Boxer
102706,31-40,m,6.0,61.0,Boxer
102709,51-60,w,11.0,111.0,Pekingese
102710,51-60,w,7.0,71.0,Berger des Pyrenées
102717,41-50,w,11.0,115.0,Chihuahua
102734,41-50,w,10.0,101.0,Flat Coated Retriever
102735,41-50,w,6.0,61.0,Französische Bulldogge
102755,21-30,w,5.0,52.0,Mischling klein
102757,31-40,m,2.0,21.0,Jack Russel Terrier
102764,21-30,w,2.0,21.0,Collie
102766,51-60,w,3.0,31.0,Chihuahua
102766,51-60,w,3.0,31.0,Chihuahua
102767,71-80,w,10.0,102.0,Dackel
102789,31-40,m,9.0,92.0,Malteser
102847,31-40,w,2.0,21.0,Labrador Retriever
102850,61-70,w,7.0,74.0,Hovawart
102866,41-50,m,6.0,61.0,Shar Pei
102883,41-50,m,3.0,31.0,Lagotto Romagnolo
102908,61-70,w,11.0,119.0,Mischling klein
102913,61-70,w,3.0,33.0,Mischling klein
102914,31-40,w,12.0,122.0,Französische Bulldogge
102916,51-60,w,8.0,81.0,Mischling klein
102925,31-40,m,3.0,31.0,Mischling klein
102929,41-50,m,7.0,74.0,Zwergdackel
102933,41-50,w,9.0,92.0,Havaneser
102938,51-60,m,9.0,91.0,Foxterrier
103014,31-40,w,10.0,101.0,Niederlaufhund
103015,41-50,w,12.0,123.0,Bolonka Zwetna
103015,41-50,w,12.0,123.0,Bolonka Zwetna
103020,51-60,w,6.0,63.0,Airedale Terrier
103021,41-50,w,3.0,31.0,Jack Russel Terrier
103023,21-30,m,6.0,63.0,Jack Russel Terrier
103040,41-50,m,11.0,119.0,Pekingese
103050,61-70,m,7.0,72.0,Labrador Retriever
103063,31-40,w,11.0,115.0,Labrador Retriever
103063,31-40,w,11.0,115.0,Malteser
103063,31-40,w,11.0,115.0,Chihuahua
103077,51-60,w,4.0,41.0,Coton de Tulear
103086,51-60,w,9.0,92.0,Bolonka Zwetna
103094,51-60,w,8.0,82.0,Bolonka Zwetna
103118,31-40,w,7.0,72.0,Chihuahua
103132,31-40,m,4.0,41.0,Französische Bulldogge
103144,41-50,w,7.0,71.0,West Highland White Terrier
103146,41-50,w,10.0,102.0,Malteser
103146,41-50,w,10.0,102.0,Malteser
103149,41-50,w,2.0,24.0,Jack Russel Terrier
103149,41-50,w,2.0,24.0,Jack Russel Terrier
103186,51-60,m,2.0,21.0,Golden Retriever
103192,51-60,w,3.0,33.0,Zwergpudel
103197,61-70,w,2.0,23.0,Mischling klein
103203,71-80,m,10.0,101.0,Jack Russel Terrier
103207,71-80,m,7.0,73.0,Labrador Retriever
103211,41-50,m,11.0,119.0,Französische Bulldogge
103219,41-50,w,4.0,42.0,Französische Bulldogge
103251,21-30,m,9.0,91.0,Deutscher Schäfer
103260,51-60,w,2.0,21.0,Terrier
103271,41-50,w,12.0,123.0,Chihuahua
103272,51-60,m,1.0,11.0,Cocker Spaniel
103273,61-70,w,9.0,91.0,Barbet
103275,41-50,m,3.0,31.0,Magyar Viszla
103276,51-60,w,3.0,34.0,Lagotto Romagnolo
103332,61-70,w,2.0,21.0,Malteser
103360,41-50,w,9.0,92.0,Mischling klein
103371,51-60,m,2.0,24.0,Zwergpudel
103421,61-70,w,11.0,111.0,Bolonka Zwetna
103430,41-50,m,11.0,111.0,Mittelspitz
103438,51-60,w,9.0,92.0,Sheltie
103460,31-40,w,10.0,101.0,Hirtenhund
103464,61-70,w,7.0,74.0,Zwergpudel
103471,31-40,w,11.0,119.0,Bolonka Zwetna
103530,71-80,w,10.0,101.0,Mischling klein
103535,31-40,w,3.0,31.0,Flat Coated Retriever
103585,51-60,w,11.0,119.0,Schäfer
103591,31-40,m,6.0,61.0,Jack Russel Terrier
103603,51-60,w,7.0,72.0,Jack Russel Terrier
103609,31-40,w,7.0,72.0,West Highland White Terrier
103616,71-80,m,10.0,101.0,Mischling klein
103617,51-60,w,10.0,101.0,Dackel
103617,51-60,w,10.0,101.0,Dackel
103618,21-30,w,7.0,72.0,Border Collie
103619,51-60,w,12.0,122.0,Chihuahua
103619,51-60,w,12.0,122.0,Chihuahua
103627,31-40,m,7.0,74.0,Deutscher Boxer
103651,51-60,m,9.0,91.0,Lagotto Romagnolo
103662,71-80,w,7.0,72.0,Border Collie
103667,71-80,m,9.0,91.0,Pudel
103689,41-50,w,12.0,121.0,West Highland White Terrier
103690,41-50,w,9.0,91.0,Landseer
103709,31-40,w,3.0,31.0,West Highland White Terrier
103724,61-70,w,7.0,72.0,Rauhaar Dackel
103725,61-70,w,3.0,31.0,Mischling klein
103731,51-60,w,3.0,31.0,Sibirischer Husky
103807,41-50,w,11.0,111.0,Labrador Retriever
103809,61-70,w,9.0,91.0,Mischling klein
103811,41-50,w,8.0,82.0,Mischling gross
103811,41-50,w,8.0,82.0,Mischling gross
103845,51-60,w,3.0,33.0,Labrador Retriever
103847,31-40,w,7.0,74.0,West Highland White Terrier
103850,41-50,w,2.0,21.0,Australian Shepherd
103854,71-80,m,7.0,74.0,West Highland White Terrier
103881,81-90,w,10.0,101.0,Labrador Retriever
103884,61-70,m,10.0,101.0,Spaniel
103885,51-60,w,11.0,111.0,Malteser
103890,61-70,m,6.0,61.0,Französische Bulldogge
103892,61-70,w,2.0,23.0,Airedale Terrier
103895,71-80,w,11.0,119.0,Terrier
103896,41-50,m,11.0,111.0,Papillon
103897,31-40,w,4.0,42.0,English Cocker Spaniel
103897,31-40,w,4.0,42.0,Cocker Spaniel
103910,61-70,w,7.0,74.0,Löwchen
103938,41-50,m,11.0,111.0,Dackel
103963,41-50,w,12.0,122.0,Zwergpudel
103974,31-40,w,10.0,102.0,Zwergschnauzer
103975,61-70,m,2.0,23.0,Berner Sennenhund
103984,31-40,w,2.0,24.0,Italienisches Windspiel
103988,51-60,w,11.0,111.0,Foxterrier
103991,31-40,w,11.0,111.0,Labrador Retriever
104018,71-80,w,9.0,92.0,Chihuahua
104023,21-30,w,3.0,33.0,Chihuahua
104038,21-30,w,9.0,92.0,Malteser
104055,61-70,m,7.0,71.0,Golden Retriever
104056,31-40,m,10.0,102.0,Continental Bulldog
104074,71-80,w,11.0,119.0,Schäfer
104131,41-50,w,8.0,81.0,Mischling klein
104137,41-50,w,6.0,63.0,Mischling gross
104137,41-50,w,6.0,63.0,Flat Coated Retriever
104140,61-70,m,4.0,41.0,Appenzeller Sennenhund
104140,61-70,m,4.0,41.0,Mischling klein
104140,61-70,m,4.0,41.0,Dackel
104159,31-40,m,10.0,102.0,Chihuahua
104159,31-40,m,10.0,102.0,Chihuahua
104160,41-50,m,4.0,44.0,Yorkshire Terrier
104195,21-30,w,2.0,21.0,Shetland Sheepdog
104206,31-40,m,8.0,83.0,Sennenhund
104214,51-60,m,8.0,83.0,Belgischer Schäfer
104214,51-60,m,8.0,83.0,Welsh Corgi
104222,41-50,w,9.0,92.0,Border Terrier
104227,51-60,w,11.0,111.0,Labrador Retriever
104261,41-50,w,11.0,111.0,Yorkshire Terrier
104262,31-40,m,1.0,12.0,Mischling klein
104269,21-30,w,3.0,31.0,Golden Retriever
104300,51-60,m,7.0,73.0,Mischling gross
104305,31-40,w,7.0,72.0,Zwergdackel
104305,31-40,w,7.0,72.0,English Cocker Spaniel
104317,21-30,m,11.0,111.0,Pinscher
104319,51-60,w,12.0,123.0,Labrador Retriever
104322,51-60,m,10.0,101.0,Mischling gross
104364,41-50,m,7.0,73.0,Scottish Terrier
104405,41-50,w,3.0,31.0,Irish Terrier
104406,41-50,m,9.0,92.0,Cocker Spaniel
104427,31-40,w,10.0,101.0,Deutscher Pinscher
104433,41-50,w,6.0,63.0,Bolonka Zwetna
104435,31-40,m,10.0,101.0,Mops
104441,41-50,w,2.0,21.0,Cocker Spaniel
104451,51-60,w,12.0,123.0,Yorkshire Terrier
104543,71-80,w,7.0,71.0,Französische Bulldogge
104568,71-80,w,7.0,71.0,Lhasa Apso
104571,41-50,w,3.0,31.0,Malteser
104641,41-50,w,11.0,115.0,Mops
104643,51-60,w,9.0,92.0,Foxterrier
104643,51-60,w,9.0,92.0,Bolonka Zwetna
104651,51-60,w,6.0,61.0,Chihuahua
104651,51-60,w,6.0,61.0,Chihuahua
104688,21-30,w,10.0,101.0,Mischling klein
104705,51-60,w,8.0,83.0,Manchester Terrier
104706,41-50,w,7.0,72.0,Cocker Spaniel
104714,41-50,w,6.0,61.0,Labrador Retriever
104715,71-80,w,6.0,63.0,Pointer
104733,51-60,m,9.0,91.0,Labrador Retriever
104733,51-60,m,9.0,91.0,Labrador Retriever
104740,61-70,w,9.0,92.0,Tibetan Spaniel
104750,61-70,w,10.0,102.0,Jack Russel Terrier
104764,41-50,m,5.0,51.0,Shih Tzu
104765,71-80,w,7.0,74.0,Dackel
104777,21-30,m,11.0,119.0,Mops
104778,31-40,m,11.0,119.0,Samojede
104830,51-60,w,9.0,91.0,Yorkshire Terrier
104833,41-50,m,11.0,119.0,Chihuahua
104848,51-60,w,7.0,72.0,Pinscher
104860,31-40,w,1.0,13.0,Zwergspitz
104864,61-70,w,12.0,121.0,Yorkshire Terrier
104895,41-50,m,11.0,111.0,Jack Russel Terrier
104896,31-40,w,3.0,33.0,Chihuahua
104897,31-40,w,10.0,101.0,Galgo Español
104899,51-60,m,4.0,41.0,Dalmatiner
104911,71-80,w,9.0,92.0,Pekingese
104923,81-90,m,7.0,71.0,Rauhaar Dackel
104940,31-40,w,3.0,33.0,Belgischer Schäfer
104941,71-80,w,8.0,83.0,Golden Retriever
104943,41-50,w,10.0,102.0,Mischling klein
104945,31-40,w,9.0,92.0,Boston Terrier
104980,41-50,m,12.0,122.0,Chihuahua
104993,41-50,w,12.0,123.0,Mischling klein
104994,71-80,m,7.0,74.0,Beagle
105001,51-60,m,2.0,24.0,Magyar Viszla
105007,31-40,m,11.0,115.0,Yorkshire Terrier
105016,41-50,m,10.0,101.0,Schäfer
105033,51-60,w,3.0,34.0,Mischling klein
105057,41-50,w,6.0,61.0,Zwergschnauzer
105066,51-60,w,2.0,21.0,Mischling klein
105067,31-40,w,6.0,61.0,Pudel
105072,71-80,m,7.0,73.0,Foxterrier
105084,31-40,m,9.0,92.0,Labrador Retriever
105102,51-60,m,4.0,42.0,Mischling klein
105122,31-40,w,10.0,101.0,Continental Bulldog
105124,31-40,w,4.0,44.0,Kerry Blue Terrier
105126,31-40,w,6.0,61.0,Labrador Retriever
105134,21-30,m,11.0,115.0,Appenzeller Sennenhund
105151,51-60,w,11.0,111.0,Labrador Retriever
105152,61-70,w,10.0,101.0,Mischling klein
105153,31-40,m,8.0,82.0,Continental Bulldog
105170,31-40,m,11.0,115.0,Golden Retriever
105172,31-40,w,11.0,119.0,Golden Retriever
105176,51-60,w,8.0,83.0,Cairn Terrier
105221,31-40,m,11.0,119.0,Mops
105227,51-60,m,11.0,111.0,Belgischer Schäfer
105228,31-40,m,9.0,92.0,Terrier
105237,81-90,w,3.0,31.0,Pinscher
105254,51-60,w,2.0,21.0,Labrador Retriever
105261,41-50,w,7.0,71.0,Tibet Terrier
105263,51-60,m,2.0,23.0,Mischling klein
105267,21-30,w,12.0,121.0,Chihuahua
105270,61-70,m,10.0,101.0,Dackel
105273,61-70,m,10.0,101.0,West Highland White Terrier
105274,21-30,w,8.0,81.0,Yorkshire Terrier
105298,51-60,w,11.0,119.0,Bolonka Zwetna
105312,41-50,w,11.0,111.0,Pekingese
105327,51-60,m,10.0,101.0,Mischling gross
105343,41-50,w,11.0,111.0,Chihuahua
105343,41-50,w,11.0,111.0,Chihuahua
105343,41-50,w,11.0,111.0,Chihuahua
105347,51-60,w,6.0,63.0,Mischling klein
105372,71-80,w,7.0,73.0,Chihuahua
105384,41-50,w,7.0,72.0,Jack Russel Terrier
105384,41-50,w,7.0,72.0,Jack Russel Terrier
105388,31-40,w,11.0,115.0,Border Collie
105390,41-50,w,12.0,123.0,Malteser
105393,51-60,w,9.0,91.0,Border Terrier
105393,51-60,w,9.0,91.0,Border Terrier
105410,51-60,w,3.0,31.0,Shih Tzu
105419,41-50,w,9.0,91.0,Zwergspitz
105436,41-50,m,2.0,21.0,Samojede
105438,41-50,m,9.0,92.0,American Bulldog
105439,31-40,m,10.0,101.0,Cavalier King Charles Spaniel
105446,21-30,m,11.0,119.0,Appenzeller Sennenhund
105466,31-40,m,2.0,23.0,Bordeaux Dogge
105472,31-40,w,3.0,34.0,Schäfer
105472,31-40,w,3.0,34.0,Schäfer
105482,41-50,m,2.0,21.0,Labrador Retriever
105485,31-40,w,7.0,72.0,Beagle
105486,31-40,w,9.0,91.0,Whippet
105487,51-60,m,7.0,72.0,Labrador Retriever
105506,51-60,w,2.0,23.0,Grosspudel
105512,41-50,w,11.0,111.0,Border Collie
105520,31-40,w,11.0,119.0,Cocker Spaniel
105547,51-60,w,8.0,83.0,Dachshund
105548,41-50,w,6.0,63.0,Mischling klein
105552,31-40,m,7.0,72.0,Labrador Retriever
105554,51-60,w,11.0,119.0,Toy Pudel
105556,31-40,w,8.0,82.0,Akita Inu
105585,41-50,w,9.0,92.0,Chinese Crested
105585,41-50,w,9.0,92.0,Chinese Crested
105585,41-50,w,9.0,92.0,Chinese Crested
105585,41-50,w,9.0,92.0,Chinese Crested
105585,41-50,w,9.0,92.0,Chinese Crested
105585,41-50,w,9.0,92.0,Papillon
105585,41-50,w,9.0,92.0,Papillon
105585,41-50,w,9.0,92.0,Papillon
105592,51-60,m,3.0,31.0,Miniature Australien Shepard
105592,51-60,m,3.0,31.0,Golden Retriever
105602,31-40,w,9.0,92.0,Border Collie
105605,51-60,w,6.0,61.0,Pudel
105617,31-40,w,5.0,52.0,Cocker Spaniel
105619,31-40,m,8.0,81.0,Spaniel
105626,51-60,m,9.0,91.0,Chihuahua
105629,31-40,w,6.0,61.0,Pekingese
105630,41-50,w,6.0,61.0,Labradoodle
105631,61-70,m,10.0,102.0,Lagotto Romagnolo
105663,71-80,w,10.0,101.0,Havaneser
105668,31-40,w,12.0,122.0,Pekingese
105685,41-50,m,4.0,42.0,Labrador Retriever
105690,31-40,w,2.0,24.0,Beagle
105692,61-70,w,8.0,83.0,Langhaardackel
105698,61-70,w,8.0,81.0,Miniature Bull Terrier
105699,31-40,w,11.0,111.0,Zwergspitz
105717,41-50,w,6.0,61.0,Irish Terrier
105717,41-50,w,6.0,61.0,Deutscher Schäfer
105743,91-100,w,7.0,72.0,Sennenhund
105759,41-50,w,1.0,11.0,Schnauzer
105761,51-60,m,11.0,115.0,Foxterrier
105784,51-60,m,9.0,91.0,Border Collie
105790,31-40,m,6.0,61.0,Mops
105792,31-40,m,6.0,61.0,Mops
105870,71-80,w,3.0,33.0,Labrador Retriever
105885,21-30,m,5.0,52.0,Mops
105938,21-30,m,8.0,82.0,Appenzeller
105957,31-40,w,11.0,119.0,Parson Jack Russell Terrier
105957,31-40,w,11.0,119.0,Basset
105967,31-40,w,4.0,42.0,Jack Russel Terrier
105975,51-60,w,8.0,81.0,Labrador Retriever
105983,41-50,m,6.0,61.0,Chihuahua
105989,41-50,w,10.0,101.0,Labradoodle
106004,51-60,w,11.0,115.0,Chihuahua
106004,51-60,w,11.0,115.0,Chihuahua
106019,31-40,m,11.0,115.0,Mops
106020,61-70,w,8.0,83.0,Mittelpudel
106057,61-70,w,9.0,91.0,Lhasa Apso
106059,61-70,m,9.0,92.0,Mischling klein
106077,41-50,m,3.0,34.0,Shih Tzu
106079,41-50,m,3.0,31.0,Affenpinscher
106133,51-60,w,7.0,74.0,Parson Russell Terrier
106169,31-40,w,12.0,123.0,Cairn Terrier
106181,71-80,w,10.0,101.0,West Highland White Terrier
106193,51-60,m,10.0,101.0,Yorkshire Terrier
106194,41-50,m,6.0,63.0,Lagotto Romagnolo
106194,41-50,m,6.0,63.0,Slovensky Cuvac
106226,41-50,w,10.0,101.0,Parson Russell Terrier
106243,31-40,w,8.0,81.0,Chihuahua
106243,31-40,w,8.0,81.0,Chihuahua
106280,21-30,w,11.0,119.0,Chihuahua
106297,31-40,w,10.0,102.0,Schäfer
106313,71-80,w,1.0,14.0,Pudel
106375,31-40,w,10.0,102.0,Malteser
106388,51-60,w,11.0,111.0,Shiba Inu
106389,41-50,w,11.0,115.0,Löwchen
106422,41-50,w,7.0,74.0,Golden Retriever
106426,31-40,w,3.0,33.0,Zwergpinscher
106477,41-50,m,9.0,91.0,Boxer
106513,51-60,m,7.0,74.0,Labrador Retriever
106514,41-50,w,8.0,83.0,Australian Shepherd
106522,31-40,w,9.0,92.0,Chihuahua
106531,21-30,w,8.0,83.0,Chihuahua
106534,21-30,w,3.0,34.0,Chihuahua
106537,21-30,w,12.0,122.0,Mischling klein
106561,41-50,m,10.0,101.0,Yorkshire Terrier
106574,51-60,m,11.0,115.0,Shih Tzu
106607,31-40,w,6.0,61.0,Boxer
106619,71-80,w,3.0,31.0,Dackel
106655,41-50,w,4.0,44.0,Golden Retriever
106658,31-40,w,2.0,21.0,Kooiker
106666,31-40,w,9.0,91.0,Mops
106705,71-80,w,8.0,81.0,Pudel
106713,81-90,w,7.0,74.0,Katalanischer Schäferhund
106733,51-60,w,6.0,63.0,Border Collie
106762,51-60,w,10.0,101.0,Irish Setter
106763,31-40,w,11.0,111.0,Chihuahua
106765,41-50,w,7.0,74.0,Golden Retriever
106790,31-40,w,10.0,101.0,Pudel
106798,31-40,w,5.0,52.0,Golden Retriever
106826,61-70,w,9.0,91.0,Lagotto Romagnolo
106831,31-40,w,9.0,92.0,Jack Russel Terrier
106833,31-40,m,10.0,102.0,Münsterländer
106835,21-30,m,10.0,102.0,Deutscher Jagdterrier
106838,31-40,m,9.0,91.0,Yorkshire Terrier
106839,21-30,w,4.0,44.0,Papillon
106864,71-80,m,4.0,42.0,Mischling klein
106918,41-50,w,7.0,72.0,Dackel
106922,61-70,w,9.0,92.0,Chihuahua
106923,21-30,m,9.0,91.0,Mops
106931,31-40,m,4.0,44.0,Mischling klein
106933,51-60,w,3.0,31.0,Mischling klein
106969,31-40,m,9.0,91.0,Französische Bulldogge
106976,51-60,w,7.0,73.0,Zwergpudel
106979,31-40,w,2.0,21.0,Mops
106980,41-50,w,6.0,63.0,Havaneser
106981,41-50,m,12.0,123.0,Yorkshire Terrier
106996,71-80,w,10.0,101.0,Mischling klein
107005,61-70,w,6.0,63.0,Bolonka Zwetna
107010,41-50,w,3.0,34.0,Mops
107028,31-40,m,4.0,42.0,Bergamasker
107030,31-40,w,12.0,123.0,Malteser
